,#account_id,first_pay_time,disputes_d30,disputed_d30,disputable_payment,game_types,long_sessions_ps_score_180,long_sessions_ps_score_210,long_sessions_ps_score_240,monetary_consumption_score,user_withdrawed,fluctuating_wagers,payment_methods_score,payment_methods_sequence,payment_impulsiveness_score,nightly_play,days_played_score,increasing_tolerance,losses_of_winning_score,time_comsumption
19009,10664393.0,2024-04-09 22:54:48.599,0,0.0,0.0,12,3,3,3,23.25,0,0.0,1,"[null,""checkout_apple_pay""]",4.663732096875696,1,4,3.1,,194857.0
19010,10693687.0,2024-04-21 16:08:30.615,0,0.0,0.0,14,4,4,4,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,7,0.0,0.0,413901.0
19011,10733070.0,2024-04-28 03:39:05.189,0,0.0,0.0,2,0,0,0,37.48,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,1,0.0,0.0,0.0
19014,10651098.0,2024-04-11 01:22:23.335,0,0.0,0.0,36,3,3,1,42.168000000000006,1,0.0,2,"[null,""checkout_apple_pay"",""paypal_wallet_slave""]",1.9885423237240063,1,8,3.3,0.0769230769230769,189960.0
19019,10656253.0,2024-04-09 09:32:45.576,0,0.0,0.0,10,2,2,2,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,0.25,203677.0
19029,10692689.0,2024-04-16 22:30:11.171,0,0.0,0.0,8,4,4,4,46.6,0,0.0,1,"[""checkout_apple_pay""]",6.283923774203502,1,7,0.0,0.2,250240.0
19035,10612047.0,2024-04-04 23:31:54.723,0,0.0,0.0,12,1,1,1,2.726,0,0.0,1,"[""checkout_credit_api""]",,1,4,0.0,,164542.0
19036,10725228.0,2024-04-26 00:36:14.366,0,0.0,0.0,4,0,0,0,2.726,0,0.02,1,"[""checkout_apple_pay""]",,1,2,0.0,,515.0
19044,10637547.0,2024-04-04 03:13:30.163,0,0.0,0.0,6,0,0,0,3.668,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,230.0
19046,10727875.0,2024-04-26 17:48:20.175,0,0.0,0.0,1,0,0,0,16.556,0,,1,"[""checkout_apple_pay""]",3.5663544411625714,1,2,,,230.0
19049,10627748.0,2024-05-01 14:33:14.643,0,0.0,0.0,2,2,2,2,10.162,0,0.0,1,"[""checkout_apple_pay""]",5.99485129089955,1,7,0.0,0.037037037037037,80393.0
19054,10767032.0,2024-05-09 08:02:51.382,0,0.0,0.0,33,1,1,1,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,29860.0
19056,10752414.0,2024-05-05 16:18:38.189,0,0.0,0.0,3,0,0,0,26.076,0,0.0,1,"[""checkout_apple_pay""]",5.678106374487888,1,2,0.0,,2215.0
19057,10630345.0,2024-04-02 15:35:19.987,0,0.0,0.0,5,3,3,2,200.046,0,0.0,1,"[""checkout_apple_pay""]",24.66349573762811,1,3,0.0,0.078125,96926.0
19068,10621714.0,2024-04-02 22:40:35.794,0,0.0,0.0,19,2,2,2,12.046,0,0.0,1,"[""checkout_apple_pay""]",4.662662115144095,1,6,0.0,1.0,233795.0
19069,10767502.0,2024-05-10 13:01:41.120,0,0.0,0.0,6,0,0,0,14.0185,0,0.0,1,"[""checkout_apple_pay""]",3.3513325894336417,1,2,0.0,0.0,997.0
19073,10596058.0,2024-04-11 05:07:10.915,0,0.0,0.0,16,5,5,5,42.09,0,0.0,1,"[""checkout_apple_pay"",null]",7.999976562465667,1,8,0.0,0.0,546302.0
19076,10603401.0,2024-04-03 15:12:09.222,0,0.0,0.0,21,2,1,1,13.93,0,0.0,1,"[""checkout_credit_api"",null]",4.485975375173907,1,6,1.2,0.0,192979.0
19078,10673458.0,2024-04-12 02:02:26.209,0,0.0,0.0,5,1,1,1,1.61,0,0.0,1,"[null,""paypal_wallet_slave""]",0.9295339333952974,1,1,3.0,,40384.0
19080,10721468.0,2024-04-25 12:51:24.008,0,0.0,0.0,11,1,1,1,23.35,0,0.01,1,"[""checkout_apple_pay"",null]",7.140114378168835,1,3,1.4,,84844.0
19088,10690460.0,2024-04-30 07:49:52.091,0,0.0,0.0,3,0,0,0,2.726,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,,152.0
19095,10754324.0,2024-05-04 23:56:55.053,0,0.0,0.0,55,11,10,10,375.60800000000006,1,0.0,1,"[null,""checkout_apple_pay""]",10.708090705569884,1,8,0.5,0.0055316533497234,553162.0
19098,10582915.0,2024-04-27 15:30:03.847,0,0.0,0.0,9,4,4,4,6.494,0,0.0,1,"[null,""checkout_apple_pay""]",4.59195143702544,1,39,0.8,,209072.0
19100,10721328.0,2024-04-26 03:48:17.716,0,0.0,0.0,6,0,0,0,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,5739.0
19104,10738074.0,2024-04-29 19:47:49.307,0,0.0,0.0,5,0,0,0,11.004,0,0.0,1,"[null,""checkout_apple_pay""]",1.9887513670642691,1,2,0.2,0.0,2558.0
19107,10656611.0,2024-04-09 02:53:31.868,0,0.0,0.0,11,3,1,1,149.32,0,0.0,1,"[""checkout_apple_pay"",null]",6.264118712005325,1,6,0.0,0.4666666666666667,313918.0
19109,10647660.0,2024-04-09 19:45:33.572,0,0.0,0.0,2,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,
19111,10539141.0,2024-04-24 00:24:43.070,0,0.0,0.0,15,1,1,1,9.32,1,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,174936.0
19113,10675933.0,2024-04-12 19:38:18.965,0,0.0,0.0,16,4,4,4,18.64,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,4,0.2,0.0,245401.0
19116,10698489.0,2024-04-18 14:34:55.654,0,0.0,0.0,39,3,2,2,88.78999999999999,1,0.0,1,"[""checkout_apple_pay""]",4.480103634005419,1,4,0.0,0.0,121421.0
19118,10247130.0,2024-04-10 01:40:27.828,0,0.0,0.0,3,0,0,0,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,3573.0
19123,10648797.0,2024-04-09 23:33:16.667,0,0.0,0.0,13,2,2,2,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,490144.0
19126,10646499.0,2024-04-09 05:56:35.357,0,0.0,0.0,2,0,0,0,0.842,0,,1,"[""checkout_apple_pay""]",,1,2,1.8,,0.0
19128,10558127.0,2024-05-07 04:15:44.402,0,0.0,0.0,19,1,1,1,23.25,0,0.0,1,"[""checkout_apple_pay""]",2.719319767883137,1,10,0.0,,587080.0
19132,10720789.0,2024-04-24 13:05:57.993,0,0.0,0.0,13,2,2,2,23.25,0,0.0,1,"[""checkout_credit_api""]",2.7193197678831376,1,2,0.0,0.0,79761.0
19135,10690631.0,2024-04-22 06:05:45.552,0,0.0,0.0,7,2,2,1,2.726,0,0.01,1,"[""checkout_credit_api""]",,1,6,0.0,,142355.0
19137,10666906.0,2024-04-10 07:09:23.469,0,0.0,0.0,19,3,3,2,4.51,1,0.0,1,"[""checkout_apple_pay""]",0.6660945878777277,1,4,0.0,0.0,82489.0
19145,10681893.0,2024-04-14 04:20:47.943,0,0.0,0.0,9,0,0,0,33.412,0,0.0,1,"[""checkout_apple_pay""]",3.6725921091240177,1,2,0.0,0.0,50964.0
19148,10626271.0,2024-04-26 14:04:22.395,0,0.0,0.0,53,2,2,2,0.842,0,0.0,1,"[""checkout_credit_api""]",,1,30,0.0,0.0,112551.0
19149,10662550.0,2024-04-09 16:14:26.430,0,0.0,0.0,4,0,0,0,1.784,0,0.02,1,"[""checkout_apple_pay""]",,1,1,0.0,,128387.0
19152,10734560.0,2024-04-28 18:29:38.027,0,0.0,0.0,13,0,0,0,237.826,0,0.0,1,"[""checkout_credit_api""]",20.99624812198599,1,3,0.0,0.1208333333333333,39555.0
19157,10719297.0,2024-04-24 01:22:16.964,0,0.0,0.0,6,1,1,1,9.22,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,1,0.0,0.008130081300813,27229.0
19158,10717008.0,2024-04-26 10:56:16.091,0,0.0,0.0,46,2,2,2,12.03658,0,0.01,1,"[""checkout_apple_pay"",null]",4.786694574770081,1,9,0.0,0.0014684287812041,259697.0
19167,10647045.0,2024-04-06 04:15:54.376,3,282.29999999999995,282.29999999999995,11,0,0,0,376.4,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,1,0.0,0.28,9949.0
19169,10677462.0,2024-04-13 02:38:45.797,0,0.0,0.0,4,0,0,0,13.93,0,0.02,1,"[""checkout_apple_pay""]",3.3304729393886383,1,1,0.0,,245.0
19170,10738188.0,2024-05-03 23:27:36.721,0,0.0,0.0,5,3,3,3,9.22,0,0.0,1,"[""checkout_apple_pay""]",2.6643783515109107,1,11,0.0,0.6875,174317.0
19176,10699540.0,2024-04-18 21:47:44.628,0,0.0,0.0,3,5,5,5,122.16,0,0.0,1,"[""checkout_apple_pay""]",10.877279071532548,1,4,0.0,0.0044593088071348,185222.0
19179,10279714.0,2024-04-20 23:29:31.208,0,0.0,0.0,15,4,4,4,96.96800000000002,1,0.0,1,"[""checkout_apple_pay"",null]",6.4952672205742745,1,12,0.2,0.0,307439.0
19181,10688387.0,2024-04-16 23:47:28.795,0,0.0,0.0,5,2,2,2,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,7,0.0,0.0,81647.0
19182,10734868.0,2024-04-30 14:24:25.677,0,0.0,0.0,23,1,1,1,18.54,0,0.0,1,"[""checkout_apple_pay"",null]",4.77074040375286,1,7,0.0,0.0064935064935064,92901.0
19184,10711738.0,2024-04-22 00:02:27.755,0,0.0,0.0,2,1,1,1,1.784,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,,515928.0
19191,10746238.0,2024-05-02 06:24:55.886,0,0.0,0.0,4,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,1386.0
19192,10771606.0,2024-05-10 23:34:49.207,0,0.0,0.0,22,3,3,3,14.0185,1,0.01,1,"[""checkout_apple_pay""]",3.3513325894336417,1,6,0.0,0.072463768115942,172769.0
19193,10669906.0,2024-04-11 01:53:01.654,0,0.0,0.0,3,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,548.0
19194,10556750.0,2024-04-24 17:54:26.394,0,0.0,0.0,6,1,1,1,5.452,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554558,1,16,0.0,,32255.0
19196,10714516.0,2024-04-23 05:56:05.025,0,0.0,0.0,27,3,2,2,22.208,1,0.0,1,"[""checkout_apple_pay"",null]",3.5805266093132166,1,9,0.1,0.0,191963.0
19198,10721148.0,2024-04-24 16:21:26.055,0,0.0,0.0,59,9,8,7,1097.6240000000005,1,0.0,1,"[""checkout_apple_pay"",null]",7.807186981646295,1,8,0.3,0.0902777777777777,381113.0
19201,10760406.0,2024-05-06 22:42:52.155,0,0.0,0.0,1,0,0,0,3.668,0,0.01,1,"[""checkout_apple_pay""]",,1,1,0.0,,
19202,10156393.0,2024-04-13 14:44:03.549,0,0.0,0.0,2,0,0,0,0.842,0,0.03,1,"[""checkout_apple_pay""]",,1,2,0.0,,0.0
19203,10688846.0,2024-04-15 22:51:30.942,0,0.0,0.0,2,1,1,1,35.296,0,0.0,1,"[""checkout_apple_pay""]",3.166577521552252,1,3,0.0,0.5,28036.0
19204,10632895.0,2024-04-04 20:41:28.462,0,0.0,0.0,8,1,1,1,84.47999999999999,0,0.0,1,"[""checkout_credit_api"",null]",18.557461033234045,1,4,0.0,0.01,355516.0
19208,10150447.0,2024-04-20 06:06:38.049,0,0.0,0.0,12,1,1,1,41.59,1,0.0,1,"[""checkout_apple_pay"",null]",3.118056410294365,1,25,0.0,0.0,38755.0
19212,10773999.0,2024-05-11 22:11:57.263,0,0.0,0.0,16,1,1,1,18.858,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,257620.0
19214,10717737.0,2024-04-23 17:16:38.864,0,0.0,0.0,3,1,1,1,12.046,0,0.01,1,"[""checkout_apple_pay""]",4.662662115144094,1,2,0.0,,192398.0
19215,10765721.0,2024-05-09 13:13:46.322,0,0.0,0.0,10,0,0,0,93.7,0,0.0,1,"[""checkout_credit_api""]",0.0,1,2,0.0,0.2,4213.0
19224,10695611.0,2024-04-22 20:39:42.489,0,0.0,0.0,10,2,2,2,1.784,0,0.0,1,"[""checkout_apple_pay"",null]",1.2614784976368008,1,8,19.6,,142520.0
19225,10697401.0,2024-04-18 03:58:25.314,0,0.0,0.0,18,1,1,1,18.64,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,4,0.0,0.0,75091.0
19229,10663244.0,2024-04-09 18:52:15.578,0,0.0,0.0,16,2,2,2,12.046,0,0.0,1,"[""checkout_apple_pay""]",4.662662115144094,1,2,0.0,0.0,71953.0
19231,10607851.0,2024-04-02 05:43:02.199,0,0.0,0.0,16,0,0,0,14.03,0,0.0,1,"[""checkout_apple_pay""]",,1,5,0.0,0.5,5962.0
19232,10642296.0,2024-04-05 03:27:01.282,0,0.0,0.0,20,4,3,3,52.994,0,0.0,1,"[""checkout_apple_pay""]",7.162268515331877,1,5,0.0,0.0,186429.0
19234,10665746.0,2024-04-11 04:18:13.382,0,0.0,0.0,2,0,0,0,9.32,0,,1,"[""checkout_apple_pay""]",,1,2,0.0,,0.0
19235,10332628.0,2024-04-16 01:43:26.467,0,0.0,0.0,8,2,2,2,4.48,0,0.0,1,"[""paypal_wallet_slave""]",,1,5,0.0,,95525.0
19247,10704136.0,2024-05-03 15:58:05.012,0,0.0,0.0,35,5,5,5,54.02658,0,0.0,1,"[null,""checkout_apple_pay""]",6.347293082590929,1,14,0.4,0.0155440414507772,286583.0
19254,10685940.0,2024-04-15 03:34:21.680,0,0.0,0.0,4,1,1,1,7.336,0,0.01,1,"[""checkout_apple_pay""]",1.3321891757554558,1,1,0.0,,18668.0
19256,10670222.0,2024-04-11 02:56:46.516,0,0.0,0.0,1,1,1,1,124.586,0,0.0,1,"[""checkout_apple_pay""]",14.552807564178124,1,1,0.0,0.0,40478.0
19261,10690801.0,2024-04-16 07:48:10.270,0,0.0,0.0,3,0,0,0,4.61,0,0.0,1,"[null,""checkout_apple_pay""]",1.086587420423328,1,2,1.8,,48.0
19265,10610418.0,2024-04-15 18:26:06.075,0,0.0,0.0,10,0,0,0,23.25,1,0.0,1,"[null,""checkout_credit_api""]",3.623195038321052,1,5,0.5,0.088235294117647,20480.0
19271,10764321.0,2024-05-08 06:34:38.854,0,0.0,0.0,8,2,2,2,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.1666666666666666,78242.0
19276,10660421.0,2024-04-09 02:43:37.760,0,0.0,0.0,5,0,0,0,7.336,0,0.01,1,"[""checkout_apple_pay""]",1.3321891757554558,1,2,0.0,0.0,7260.0
19277,10497468.0,2024-04-19 18:09:18.800,0,0.0,0.0,2,0,0,0,4.61,0,0.01,1,"[""checkout_credit_api""]",,1,3,0.0,,7.0
19279,10711713.0,2024-04-21 23:58:46.528,0,0.0,0.0,5,0,0,0,20.424,0,0.01,1,"[""checkout_apple_pay""]",4.35091162861302,1,3,0.6,0.0,722.0
19287,10683223.0,2024-05-03 14:44:12.373,0,0.0,0.0,18,2,2,2,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,19,0.0,0.0263157894736842,141056.0
19288,10652011.0,2024-04-07 04:56:10.668,0,0.0,0.0,16,5,5,5,54.878,0,0.0,1,"[null,""checkout_apple_pay""]",5.289301079140523,1,5,0.2,0.0028571428571428,476604.0
19291,10635107.0,2024-04-03 20:19:05.721,0,0.0,0.0,5,0,0,0,2.726,0,,1,"[""checkout_apple_pay""]",,1,1,,0.0,245.0
19305,10633581.0,2024-04-03 17:16:38.587,0,0.0,0.0,15,10,10,9,112.03999999999998,1,0.0,1,"[null,""checkout_apple_pay""]",6.549561745996092,1,8,0.2,0.2142857142857142,535632.0
19322,10399409.0,2024-04-02 12:36:35.062,0,0.0,0.0,11,2,2,2,0.842,0,0.02,1,"[""checkout_apple_pay""]",,1,28,0.0,,390997.0
19324,10769536.0,2024-05-10 04:19:06.073,0,0.0,0.0,1,0,0,0,4.6395,0,0.51,1,"[""checkout_apple_pay""]",,1,1,0.0,,148.0
19329,10679093.0,2024-04-13 20:26:39.478,0,0.0,0.0,23,7,5,5,77.786,0,0.0,1,"[""checkout_apple_pay"",null]",13.683173925177838,1,6,0.0,0.0047619047619047,447307.0
19331,10713032.0,2024-04-22 04:49:42.518,0,0.0,0.0,28,4,4,3,27.76,0,0.0,1,"[""checkout_apple_pay""]",3.2631837214597645,1,6,0.0,0.0,363972.0
19339,10719767.0,2024-04-24 02:48:00.923,0,0.0,0.0,6,0,0,0,9.22,0,0.02,1,"[""checkout_apple_pay""]",0.0,1,3,0.0,,3715.0
19340,10634465.0,2024-04-05 07:35:10.465,0,0.0,0.0,3,1,1,1,4.61,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,37001.0
19345,10711613.0,2024-04-21 23:37:23.015,0,0.0,0.0,5,1,1,1,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0317460317460317,51516.0
19348,10727099.0,2024-05-01 08:58:58.381,0,0.0,0.0,3,1,1,1,0.842,0,,1,"[""checkout_apple_pay""]",,1,4,,0.0,566999.0
19349,10691569.0,2024-04-16 16:07:00.117,0,0.0,0.0,21,1,1,1,20.424,0,0.0,1,"[""checkout_apple_pay"",null]",4.920112193842739,1,7,0.0,0.0091463414634146,94360.0
19356,10630518.0,2024-04-02 16:26:45.443,0,0.0,0.0,8,3,3,1,41.75058,0,0.0,2,"[""checkout_credit_api"",""paypal_wallet_slave""]",2.1634644594446195,1,8,0.0,0.0512820512820512,90267.0
19363,10712981.0,2024-04-24 05:17:30.868,0,0.0,0.0,25,0,0,0,224.03800000000004,0,0.0,2,"[""checkout_apple_pay"",null,""checkout_credit_api""]",13.099837130212546,1,9,0.0,0.5538461538461539,28635.0
19364,10513975.0,2024-04-26 14:06:52.189,0,0.0,0.0,1,0,0,0,0.842,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,,171.0
19369,10620868.0,2024-04-01 06:31:44.431,0,0.0,0.0,10,0,0,0,12.988,0,0.0,1,"[null,""checkout_credit_api""]",3.8000508768523966,1,4,0.0,0.0,4181.0
19374,10696713.0,2024-05-08 23:23:13.732,0,0.0,0.0,3,5,5,5,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,15,0.0,,425588.0
19376,10720362.0,2024-04-25 03:02:19.801,0,0.0,0.0,20,3,3,3,120.71799999999998,1,0.0,1,"[""checkout_apple_pay""]",6.650232171027672,1,6,0.0,0.0128205128205128,307162.0
19385,10702010.0,2024-04-19 15:18:38.515,0,0.0,0.0,8,5,5,5,11.104,0,0.0,1,"[null,""checkout_apple_pay""]",4.946991543689289,1,5,0.0,0.0,512275.0
19388,10771962.0,2024-05-11 02:15:41.760,0,0.0,0.0,3,2,2,2,33.5244,0,0.0,1,"[""checkout_credit_api""]",2.9975229940736066,1,5,0.0,0.0,110075.0
19393,10728188.0,2024-04-30 23:56:54.946,0,0.0,0.0,5,0,0,0,9.31058,0,0.1,1,"[""checkout_apple_pay""]",,1,7,0.0,,4423.0
19399,10719385.0,2024-04-24 02:05:51.793,0,0.0,0.0,3,2,2,2,2.726,1,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,,91191.0
19424,10321904.0,2024-04-28 15:15:39.301,0,0.0,0.0,2,0,0,0,18.74,0,0.01,1,"[""checkout_credit_api""]",,1,2,0.0,1.0,1200.0
19442,10555116.0,2024-04-01 01:08:26.035,0,0.0,0.0,4,0,0,0,18.74,0,0.0,1,"[null,""checkout_apple_pay""]",10.819544044613586,1,2,4.2,0.0,578.0
19452,10699781.0,2024-04-19 00:20:56.197,0,0.0,0.0,13,1,1,1,37.48,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,3,0.0,,72775.0
19454,10772272.0,2024-05-11 03:43:07.226,0,0.0,0.0,11,1,1,1,9.379,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,,60697.0
19457,10760325.0,2024-05-06 22:15:56.922,0,0.0,0.0,6,0,0,0,13.93,0,0.0,1,"[""checkout_apple_pay""]",5.99485129089955,1,1,0.0,0.0,1659.0
19459,10636093.0,2024-04-03 21:02:20.768,0,0.0,0.0,4,0,0,0,18.74,0,0.01,1,"[""checkout_apple_pay""]",,1,1,0.0,1.0,716.0
19460,10679641.0,2024-04-13 19:18:48.850,0,0.0,0.0,1,1,1,1,3.668,0,,1,"[""checkout_apple_pay""]",,1,1,,,0.0
19469,10641028.0,2024-04-04 22:52:48.851,0,0.0,0.0,1,4,4,4,9.26,0,0.0,1,"[""paypal_wallet_slave""]",,1,3,0.1,0.0010504201680672,583372.0
19470,10638876.0,2024-04-04 16:48:55.064,0,0.0,0.0,12,4,4,4,116.75,0,0.0,1,"[""checkout_apple_pay""]",16.1167975106719,1,7,0.0,0.4666666666666667,223142.0
19471,10739058.0,2024-04-30 00:28:34.370,0,0.0,0.0,23,2,2,2,18.74,0,0.0,1,"[""checkout_apple_pay"",null]",13.2511810794359,1,4,0.0,,310547.0
19472,10638838.0,2024-04-04 11:39:54.972,0,0.0,0.0,7,3,3,3,60.23,0,0.0,1,"[""checkout_apple_pay""]",3.3891642037528955,1,4,0.0,0.5,361876.0
19476,10644284.0,2024-04-05 18:30:02.210,0,0.0,0.0,2,0,0,0,17.598,0,0.01,1,"[""checkout_credit_api""]",3.028106338951788,1,1,0.0,,4127.0
19477,10640335.0,2024-04-04 20:03:23.286,0,0.0,0.0,6,0,0,0,1.784,0,0.0,1,"[""checkout_credit_api""]",,1,1,0.0,,1981.0
19481,10710645.0,2024-04-23 23:03:39.809,0,0.0,0.0,3,0,0,0,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,,899.0
19485,10670844.0,2024-04-11 11:06:54.438,0,0.0,0.0,16,4,4,4,13.93,0,0.0,1,"[""checkout_credit_api""]",3.3304729393886383,1,7,0.2,0.0,262696.0
19488,10747290.0,2024-05-11 02:09:20.120,0,0.0,0.0,1,0,0,0,7.3832,0,,1,"[""checkout_apple_pay""]",1.3405330357734566,1,1,,,
19489,10643826.0,2024-04-07 16:44:43.673,0,0.0,0.0,3,2,2,2,4.61,0,0.01,1,"[""checkout_credit_api""]",,1,3,0.0,1.0,278735.0
19498,10722040.0,2024-04-25 03:10:14.858,0,0.0,0.0,8,2,2,2,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,226491.0
19502,10661396.0,2024-04-09 06:16:41.077,0,0.0,0.0,12,6,6,6,18.74,0,0.0,1,"[""checkout_credit_api""]",,1,5,1.7,1.0,576315.0
19506,10638328.0,2024-04-04 06:24:36.431,0,0.0,0.0,3,1,1,1,14.03,0,0.02,1,"[""checkout_apple_pay""]",,1,1,0.0,1.0,327048.0
19516,10751444.0,2024-05-04 02:21:36.664,0,0.0,0.0,6,3,3,3,4.61,0,0.01,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,369000.0
19518,10711576.0,2024-04-21 23:30:07.316,0,0.0,0.0,1,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
19524,10758593.0,2024-05-06 15:48:32.223,0,0.0,0.0,5,3,3,3,9.32,0,0.0,1,"[null,""checkout_apple_pay""]",6.590235200658623,1,4,0.0,0.0,507989.0
19528,10602876.0,2024-04-05 15:49:38.152,0,0.0,0.0,7,0,0,0,14.03,0,0.0,1,"[""checkout_apple_pay""]",,1,6,0.0,0.0,1095.0
19536,10117104.0,2024-04-23 02:03:03.988,0,0.0,0.0,4,2,2,2,18.74,0,0.01,1,"[""checkout_credit_api""]",,1,10,0.0,,205236.0
19542,10692852.0,2024-04-16 23:26:23.898,0,0.0,0.0,6,1,1,1,21.35658,0,0.02,1,"[""checkout_apple_pay"",null]",4.737079112626261,1,2,0.0,,63860.0
19544,10726191.0,2024-04-26 01:57:24.821,0,0.0,0.0,23,2,2,2,18.74,0,0.01,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,126435.0
19545,10762674.0,2024-05-11 03:07:38.506,0,0.0,0.0,33,3,3,3,4.5395,0,0.0,1,"[""checkout_apple_pay""]",2.0107995536601853,1,6,0.0,0.0,252172.0
19549,10761869.0,2024-05-07 09:49:48.366,0,0.0,0.0,8,1,1,1,9.22,0,0.01,1,"[""checkout_apple_pay""]",0.0,1,2,0.0,0.0,99106.0
19551,10714062.0,2024-04-22 15:50:36.185,0,0.0,0.0,5,2,2,2,36.438,0,0.0,1,"[""checkout_apple_pay""]",9.924585835187282,1,2,0.0,0.6,85313.0
19555,10687958.0,2024-04-15 19:02:04.237,0,0.0,0.0,8,2,2,2,159.54,0,0.0,1,"[""checkout_apple_pay""]",16.22502141755135,1,4,0.0,0.1666666666666666,342139.0
19559,10752660.0,2024-05-04 14:33:05.796,0,0.0,0.0,3,2,2,2,9.22,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,3,0.0,,119351.0
19560,10619932.0,2024-05-05 04:25:55.826,0,0.0,0.0,58,3,3,3,164.54058,0,0.0,1,"[""checkout_apple_pay""]",13.591160199879925,1,11,0.0,0.0571428571428571,188019.0
19561,10635181.0,2024-04-03 16:52:47.793,0,0.0,0.0,7,4,4,4,12.046,0,0.0,1,"[""checkout_credit_api"",null]",4.791908318544224,1,4,0.1,0.0,157778.0
19563,10663238.0,2024-04-14 15:58:10.032,0,0.0,0.0,4,1,1,1,2.57,0,,1,"[""paypal_wallet_slave""]",,1,3,,0.0,139551.0
19568,10730238.0,2024-04-27 07:08:36.045,0,0.0,0.0,58,2,2,2,34.254000000000005,1,0.0,1,"[""checkout_credit_api""]",2.9439069958135566,1,4,0.0,0.1481481481481481,135966.0
19577,10610657.0,2024-04-03 19:01:36.727,0,0.0,0.0,3,0,0,0,47.5,0,0.01,1,"[""paypal_wallet_slave""]",,1,3,0.0,0.8,616.0
19586,10668516.0,2024-04-19 15:17:59.854,0,0.0,0.0,2,4,4,4,2.726,0,0.06,1,"[""checkout_apple_pay""]",,1,12,0.1,0.0,507116.0
19587,10644939.0,2024-04-08 07:44:53.647,0,0.0,0.0,11,0,0,0,15.714,1,0.01,1,"[""checkout_apple_pay""]",3.5663544411625714,1,5,0.0,0.0,351053.0
19603,10635553.0,2024-04-03 18:37:41.766,0,0.0,0.0,6,0,0,0,1.784,1,0.05,1,"[""checkout_credit_api""]",,1,2,0.0,0.0,9295.0
19607,10632689.0,2024-04-11 00:55:57.256,0,0.0,0.0,2,0,0,0,0.842,0,,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,31.0
19612,10714221.0,2024-04-22 17:03:09.662,0,0.0,0.0,5,0,0,0,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,494.0
19613,10614731.0,2024-04-10 01:13:07.717,0,0.0,0.0,3,0,0,0,0.842,0,0.01,1,"[""checkout_apple_pay""]",,1,3,0.0,,1521.0
19619,10683882.0,2024-04-14 19:52:18.271,0,0.0,0.0,2,0,0,0,37.48,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,1,0.9,,0.0
19620,10740410.0,2024-04-30 11:42:44.623,0,0.0,0.0,4,2,2,2,153.43,1,0.0,1,"[""checkout_apple_pay"",null]",5.251538142517755,1,5,0.3,0.04,54372.0
19627,10665718.0,2024-04-10 03:56:34.453,34,2241.1799999999994,2241.1799999999994,23,4,3,2,2376.83,1,0.0,1,"[""paypal_wallet_slave"",null]",25.20193853912507,1,8,1.2,0.0257847533632287,237350.0
19628,10725039.0,2024-04-25 20:27:54.937,0,0.0,0.0,3,1,1,1,1.784,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,1.0,3746.0
